transaction_id,transaction_amount,payment_method,transaction_hour,delivery_time_days,device_type,ip_risk_score,customer_age,customer_region,num_previous_transactions,chargeback_history,account_tenure_days,preferred_language,num_items,discount_applied,cart_abandon_rate,time_on_site_sec,favourite_animal,astrological_sign,lucky_number,browser_theme_color,random_string,browser_version_str,fraudulent
7519,123.71,card,22,1,mobile,25.2,55,ME,3,0,4180,fr,7,0,0.39,69,owl,Aquarius,35,light,r_6789,light_owl,0
7520,4.64,bank_transfer,4,14,mobile,8.4,75,EU,1,0,3147,es,6,0,0.008,15,tiger,Taurus,78,green,r_3160,green_tiger,0
7521,36.88,card,4,7,desktop,8.8,71,NA,1,0,4237,en,8,0,0.059,84,elephant,Sagittarius,33,dark,r_189,dark_elephant,0
7522,56.39,card,21,5,mobile,25.7,31,EU,4,0,1359,de,7,0,0.063,119,cat,Virgo,35,blue,r_3361,blue_cat,0
7523,65.74,card,1,1,mobile,13.4,66,ME,5,0,4479,en,3,0,0.146,142,dog,Cancer,47,purple,r_3995,purple_dog,0
7524,104.34,card,0,1,desktop,34.4,53,APAC,4,0,2117,fr,2,0,0.096,437,tiger,Libra,65,green,r_3951,green_tiger,0
7525,35.06,bank_transfer,16,1,mobile,8.3,34,APAC,3,0,1693,en,3,0,0.407,59,cat,Aries,62,light,r_1642,light_cat,0
7526,75.88,card,18,3,mobile,38.4,28,EU,4,0,2581,pt,3,0,0.414,27,tiger,Pisces,72,green,r_1004,green_tiger,0
7527,70.43,card,16,2,mobile,20.7,35,NA,5,0,2153,es,2,0,0.321,255,rabbit,Aries,22,light,r_8188,light_rabbit,0
7528,63.46,bank_transfer,8,1,desktop,36.0,53,EU,1,0,1879,en,7,1,0.41,101,tiger,Pisces,33,purple,r_5809,purple_tiger,0
7529,81.84,card,9,2,mobile,7.3,45,NA,4,0,660,en,4,0,0.465,417,rabbit,Capricorn,14,light,r_8864,light_rabbit,0
7530,24.03,paypal,14,7,desktop,13.3,32,EU,4,0,1186,pt,6,0,0.113,272,elephant,Libra,41,dark,r_3034,dark_elephant,0
7531,7.08,card,12,5,mobile,35.8,22,EU,2,0,933,en,6,0,0.176,214,rabbit,Gemini,11,light,r_4456,light_rabbit,0
7532,10.16,paypal,20,3,mobile,24.5,76,NA,5,0,4025,en,8,1,0.107,281,cat,Taurus,43,blue,r_1558,blue_cat,0
7533,20.35,card,20,1,mobile,8.5,71,EU,2,0,3978,en,1,0,0.142,127,dog,Capricorn,33,green,r_4484,green_dog,0
7534,55.48,card,16,7,mobile,34.1,70,EU,2,0,4670,es,3,1,0.423,315,tiger,Aquarius,56,dark,r_4503,dark_tiger,0
7535,146.83,card,22,3,desktop,11.2,32,NA,9,0,1534,de,6,0,0.042,276,cat,Libra,58,dark,r_9647,dark_cat,0
7536,96.66,paypal,6,2,mobile,28.8,40,NA,1,0,689,it,5,0,0.28,312,rabbit,Capricorn,55,blue,r_4089,blue_rabbit,1
7537,124.49,paypal,3,7,mobile,25.9,41,APAC,1,0,2306,en,2,0,0.165,86,elephant,Capricorn,29,green,r_6334,green_elephant,0
7538,34.58,paypal,2,1,mobile,37.9,24,NA,4,0,2882,es,1,0,0.276,22,tiger,Scorpio,71,green,r_6096,green_tiger,0
7539,41.49,card,0,3,desktop,14.4,65,EU,0,0,3000,en,8,0,0.357,250,tiger,Taurus,82,light,r_2524,light_tiger,0
7540,40.03,card,6,5,mobile,16.1,43,EU,4,0,3204,en,4,0,0.346,60,dog,Taurus,92,dark,r_2061,dark_dog,1
7541,17.04,paypal,4,1,desktop,31.9,78,NA,4,0,2541,it,4,0,0.172,469,owl,Aquarius,86,blue,r_3395,blue_owl,0
7542,5.05,paypal,16,2,mobile,2.2,68,EU,3,0,509,es,2,1,0.036,246,dog,Scorpio,88,dark,r_6414,dark_dog,0
7543,71.51,paypal,16,14,desktop,12.9,19,NA,2,0,2069,it,3,1,0.174,96,dog,Scorpio,99,purple,r_9856,purple_dog,0
7544,362.38,card,14,1,desktop,1.6,65,NA,5,0,3683,en,5,0,0.257,356,dog,Scorpio,92,light,r_3061,light_dog,0
7545,14.6,card,2,3,mobile,36.7,30,EU,4,0,2485,en,8,0,0.18,202,cat,Scorpio,85,green,r_1557,green_cat,0
7546,3.82,card,2,5,desktop,63.0,43,EU,2,0,3741,en,5,0,0.319,58,elephant,Scorpio,26,light,r_6345,light_elephant,0
7547,120.96,card,1,2,desktop,23.0,39,LATAM,3,0,1545,en,9,0,0.292,194,owl,Scorpio,17,blue,r_8078,blue_owl,0
7548,23.29,apple_pay,7,2,tablet,47.2,33,EU,4,0,1562,en,9,1,0.114,135,dog,Pisces,47,blue,r_9319,blue_dog,0
7549,141.59,paypal,12,1,desktop,16.4,34,EU,3,0,2502,de,1,1,0.307,281,tiger,Cancer,87,purple,r_7808,purple_tiger,0
7550,97.37,card,23,1,desktop,22.1,66,NA,2,0,2334,en,6,0,0.398,119,rabbit,Pisces,38,dark,r_1660,dark_rabbit,0
7551,233.02,card,5,7,desktop,24.1,26,APAC,4,0,3779,en,7,0,0.217,163,cat,Pisces,95,light,r_9787,light_cat,0
7552,42.07,card,4,5,mobile,22.3,68,EU,4,0,3020,de,9,1,0.239,113,rabbit,Sagittarius,80,purple,r_6471,purple_rabbit,0
7553,86.77,bank_transfer,12,2,mobile,17.9,68,EU,2,0,186,en,1,0,0.276,207,cat,Gemini,76,dark,r_6970,dark_cat,0
7554,50.02,bank_transfer,21,2,mobile,19.4,20,EU,1,1,4708,es,4,0,0.383,77,cat,Capricorn,42,light,r_9145,light_cat,0
7555,79.67,card,0,2,mobile,33.6,39,APAC,2,0,3271,en,6,0,0.142,158,owl,Capricorn,13,light,r_5363,light_owl,0
7556,47.77,paypal,17,2,desktop,16.0,70,EU,4,0,4591,es,5,0,0.077,440,tiger,Cancer,99,green,r_4093,green_tiger,0
7557,16.72,card,6,3,mobile,10.2,69,NA,3,0,4550,en,2,1,0.556,105,tiger,Taurus,96,blue,r_7336,blue_tiger,0
7558,56.73,card,16,1,mobile,21.3,47,EU,5,0,3521,en,6,1,0.257,43,rabbit,Pisces,26,purple,r_3423,purple_rabbit,0
7559,60.16,paypal,7,7,mobile,7.8,26,EU,3,0,4297,fr,5,0,0.302,160,dog,Aquarius,67,purple,r_8213,purple_dog,0
7560,133.11,paypal,18,2,desktop,54.2,27,NA,6,0,2495,it,8,0,0.444,175,cat,Scorpio,13,green,r_7895,green_cat,0
7561,106.4,paypal,15,7,desktop,13.9,36,NA,2,0,4892,en,6,0,0.214,195,dog,Sagittarius,46,purple,r_3828,purple_dog,0
7562,87.2,card,13,2,desktop,27.4,73,EU,4,0,4198,fr,7,0,0.753,375,dog,Sagittarius,11,light,r_9092,light_dog,0
7563,9.63,card,19,5,desktop,19.5,33,NA,1,0,2774,en,4,0,0.337,96,elephant,Gemini,44,dark,r_4425,dark_elephant,0
7564,102.01,card,22,5,mobile,19.0,71,EU,1,0,4578,es,3,1,0.098,242,rabbit,Pisces,67,light,r_903,light_rabbit,0
7565,55.5,card,9,2,tablet,22.8,63,EU,2,1,947,de,5,0,0.181,75,cat,Aries,88,dark,r_1384,dark_cat,0
7566,179.62,card,22,3,mobile,9.0,43,EU,1,0,1098,fr,8,1,0.278,203,tiger,Gemini,38,blue,r_1172,blue_tiger,0
7567,201.93,card,1,3,mobile,14.7,29,EU,1,0,1850,de,6,0,0.237,226,elephant,Libra,98,purple,r_516,purple_elephant,0
7568,4.54,card,20,2,desktop,15.7,24,EU,3,0,1270,de,4,0,0.354,331,rabbit,Capricorn,12,green,r_5392,green_rabbit,0
7569,137.47,card,23,2,mobile,4.6,61,ME,3,0,360,en,5,1,0.136,272,owl,Cancer,19,blue,r_255,blue_owl,0
7570,3.07,paypal,15,2,desktop,5.9,35,ME,4,0,402,en,2,0,0.253,146,elephant,Leo,11,blue,r_5551,blue_elephant,0
7571,36.6,paypal,12,2,mobile,13.5,52,LATAM,9,1,1832,en,4,0,0.323,185,tiger,Aquarius,43,green,r_5420,green_tiger,1
7572,62.52,paypal,4,3,mobile,20.9,28,EU,3,0,662,en,3,1,0.305,169,tiger,Capricorn,63,dark,r_3826,dark_tiger,0
7573,12.82,card,17,1,mobile,5.2,36,EU,0,0,4359,fr,8,0,0.042,288,dog,Pisces,90,light,r_1182,light_dog,0
7574,109.73,card,19,7,desktop,18.0,47,APAC,1,0,3778,es,4,0,0.439,91,tiger,Taurus,68,dark,r_2424,dark_tiger,0
7575,0.67,card,10,3,mobile,22.4,77,NA,1,0,2326,en,8,0,0.156,243,dog,Cancer,2,dark,r_2299,dark_dog,0
7576,14.77,card,4,2,mobile,13.9,32,EU,3,0,1714,en,9,0,0.357,2,cat,Aquarius,78,green,r_9046,green_cat,0
7577,69.55,card,21,1,desktop,14.0,26,LATAM,3,0,2886,es,9,1,0.469,156,rabbit,Libra,22,purple,r_589,purple_rabbit,0
7578,100.25,card,21,3,desktop,25.5,26,EU,4,0,2765,en,4,0,0.333,126,owl,Virgo,12,green,r_3592,green_owl,0
7579,198.77,paypal,12,1,mobile,31.3,69,NA,5,0,4755,en,9,1,0.11,160,dog,Aquarius,94,purple,r_1386,purple_dog,0
7580,97.8,google_pay,0,3,mobile,15.6,34,EU,1,0,4639,en,3,0,0.214,252,tiger,Aquarius,34,dark,r_396,dark_tiger,0
7581,89.13,card,5,1,desktop,34.7,70,NA,4,0,3959,en,4,0,0.239,206,tiger,Aquarius,77,green,r_6590,green_tiger,0
7582,40.12,bank_transfer,10,3,mobile,6.4,73,NA,9,0,116,fr,9,0,0.356,323,dog,Pisces,95,blue,r_3312,blue_dog,0
7583,0.1,card,9,2,tablet,8.8,35,EU,2,0,845,it,8,0,0.301,53,dog,Gemini,14,light,r_9648,light_dog,0
7584,10.24,paypal,0,3,mobile,1.3,70,NA,3,0,3405,it,3,0,0.401,367,rabbit,Aquarius,13,dark,r_6231,dark_rabbit,0
7585,61.18,paypal,15,1,mobile,14.9,75,EU,1,0,2931,en,3,0,0.201,281,rabbit,Virgo,47,light,r_9814,light_rabbit,0
7586,89.95,apple_pay,12,1,mobile,26.4,55,NA,2,0,4177,it,3,1,0.582,336,rabbit,Sagittarius,36,dark,r_1643,dark_rabbit,0
7587,43.23,card,20,1,mobile,10.9,62,EU,4,0,3783,en,5,0,0.421,414,tiger,Sagittarius,42,blue,r_6266,blue_tiger,0
7588,104.95,card,15,2,desktop,9.7,60,EU,3,0,63,pt,8,1,0.362,218,tiger,Virgo,9,light,r_1413,light_tiger,0
7589,59.03,card,14,2,desktop,5.9,30,NA,5,0,4129,en,5,0,0.316,185,elephant,Leo,6,blue,r_4565,blue_elephant,0
7590,6.17,card,6,1,mobile,11.4,59,NA,3,0,3717,en,2,0,0.12,181,dog,Scorpio,53,green,r_2112,green_dog,0
7591,17.06,apple_pay,13,2,desktop,13.1,65,NA,2,0,4752,fr,4,1,0.132,136,elephant,Virgo,15,light,r_4728,light_elephant,0
7592,146.61,paypal,23,5,desktop,35.1,33,EU,3,0,1339,en,6,0,0.155,27,rabbit,Taurus,84,blue,r_6169,blue_rabbit,1
7593,103.25,paypal,10,3,mobile,15.1,39,EU,6,0,2663,en,1,0,0.073,230,owl,Capricorn,83,green,r_1402,green_owl,0
7594,180.12,card,12,14,mobile,22.5,63,EU,6,0,900,en,5,1,0.181,306,elephant,Cancer,6,purple,r_9244,purple_elephant,0
7595,10.0,bank_transfer,4,2,mobile,26.5,55,EU,4,0,699,es,8,0,0.057,73,elephant,Pisces,21,dark,r_9793,dark_elephant,1
7596,370.21,card,17,2,desktop,10.3,43,EU,4,0,2978,en,3,0,0.098,0,tiger,Aries,98,dark,r_5524,dark_tiger,0
7597,18.8,card,2,3,desktop,17.3,37,EU,5,0,1392,es,7,0,0.277,234,owl,Taurus,68,green,r_699,green_owl,0
7598,0.95,bank_transfer,11,2,mobile,6.5,47,APAC,3,0,3255,en,2,1,0.148,7,elephant,Aquarius,69,green,r_2831,green_elephant,0
7599,476.89,card,6,3,desktop,13.5,73,EU,5,0,206,en,6,0,0.192,156,dog,Pisces,33,dark,r_9247,dark_dog,0
7600,26.4,card,19,7,tablet,36.5,47,APAC,3,0,4227,fr,7,0,0.024,112,dog,Gemini,78,green,r_1156,green_dog,1
7601,88.21,card,14,2,desktop,15.6,41,EU,0,0,4331,en,5,0,0.267,247,cat,Pisces,57,light,r_5696,light_cat,0
7602,15.55,paypal,0,2,desktop,14.7,27,EU,5,0,3901,en,1,1,0.277,151,rabbit,Pisces,63,green,r_4444,green_rabbit,0
7603,69.44,paypal,18,5,mobile,8.3,76,NA,0,0,18,en,4,0,0.507,178,owl,Gemini,19,light,r_642,light_owl,0
7604,187.5,card,9,5,mobile,20.9,35,APAC,3,0,648,it,9,1,0.356,260,dog,Aquarius,3,purple,r_7485,purple_dog,0
7605,30.87,paypal,13,3,tablet,7.6,35,EU,4,0,2368,en,8,1,0.128,193,rabbit,Gemini,23,dark,r_9207,dark_rabbit,0
7606,88.75,paypal,14,1,desktop,29.1,74,ME,3,0,3070,it,9,1,0.403,128,cat,Leo,61,blue,r_7034,blue_cat,0
7607,16.65,apple_pay,1,14,desktop,43.6,36,EU,3,0,2102,en,2,0,0.353,122,cat,Aquarius,85,purple,r_11,purple_cat,1
7608,78.42,card,16,2,mobile,7.5,70,ME,3,0,2736,fr,6,0,0.446,302,owl,Sagittarius,38,light,r_3388,light_owl,0
7609,32.81,paypal,9,2,desktop,21.5,55,EU,3,0,2481,de,3,1,0.399,135,cat,Cancer,47,green,r_8989,green_cat,0
7610,18.98,paypal,4,14,desktop,28.0,49,LATAM,2,0,2694,en,2,1,0.412,45,dog,Scorpio,7,light,r_8255,light_dog,0
7611,30.05,card,5,7,mobile,5.9,74,EU,5,0,3246,en,3,0,0.106,131,cat,Pisces,10,blue,r_1239,blue_cat,0
7612,15.76,card,5,2,desktop,21.6,27,EU,4,0,1065,en,3,1,0.127,166,tiger,Cancer,18,light,r_1513,light_tiger,0
7613,185.75,card,5,2,desktop,29.0,40,NA,1,0,751,it,1,0,0.194,70,cat,Scorpio,38,blue,r_1235,blue_cat,0
7614,40.49,card,13,5,mobile,6.0,74,LATAM,4,0,3145,en,6,0,0.085,76,cat,Sagittarius,50,light,r_6026,light_cat,0
7615,22.51,card,12,2,mobile,44.2,58,NA,4,0,2362,fr,7,0,0.212,233,cat,Sagittarius,54,blue,r_9373,blue_cat,0
7616,47.6,card,12,2,desktop,8.5,59,EU,5,0,1359,en,7,1,0.241,80,tiger,Taurus,66,light,r_6421,light_tiger,0
7617,30.92,card,9,14,mobile,9.2,28,APAC,5,0,4977,en,2,0,0.54,1,owl,Cancer,67,dark,r_4269,dark_owl,0
7618,109.14,card,15,3,desktop,32.0,43,EU,2,0,3437,pt,5,0,0.275,148,tiger,Capricorn,66,purple,r_9840,purple_tiger,0
7619,283.85,card,6,5,mobile,32.2,42,EU,3,0,1350,en,7,1,0.379,358,cat,Scorpio,11,light,r_9340,light_cat,0
7620,46.11,paypal,2,5,desktop,20.0,28,EU,4,0,3197,it,3,0,0.18,335,rabbit,Aries,48,dark,r_6390,dark_rabbit,0
7621,157.88,bank_transfer,14,5,desktop,30.0,20,LATAM,4,0,3870,fr,2,0,0.435,106,dog,Scorpio,29,blue,r_4335,blue_dog,0
7622,66.75,card,22,7,desktop,12.1,60,APAC,1,0,1339,it,5,0,0.256,51,rabbit,Capricorn,54,green,r_4495,green_rabbit,0
7623,13.69,card,4,3,desktop,5.2,31,APAC,0,0,453,en,9,1,0.093,97,owl,Sagittarius,15,dark,r_2215,dark_owl,0
7624,93.86,card,7,5,mobile,10.7,68,EU,4,1,4210,es,7,0,0.122,215,elephant,Sagittarius,68,blue,r_2854,blue_elephant,1
7625,57.63,card,21,5,mobile,4.2,75,APAC,4,0,948,en,2,1,0.169,140,rabbit,Gemini,7,purple,r_5202,purple_rabbit,0
7626,84.12,card,4,7,desktop,34.3,71,NA,1,0,4054,en,8,0,0.249,177,tiger,Gemini,37,green,r_4343,green_tiger,0
7627,176.35,paypal,1,5,desktop,3.7,36,LATAM,2,0,3913,en,1,0,0.212,165,dog,Aquarius,7,dark,r_1319,dark_dog,1
7628,46.45,card,18,7,mobile,24.9,20,EU,2,0,839,en,6,0,0.385,112,dog,Aries,27,purple,r_5096,purple_dog,0
7629,185.15,paypal,10,1,desktop,3.8,26,EU,2,0,4020,es,7,1,0.397,157,rabbit,Sagittarius,19,purple,r_3433,purple_rabbit,0
7630,111.12,paypal,10,1,mobile,28.4,22,NA,3,0,3945,pt,2,1,0.192,328,elephant,Cancer,31,purple,r_8814,purple_elephant,0
7631,53.65,card,2,1,mobile,22.4,51,LATAM,4,0,3099,en,9,0,0.282,183,tiger,Gemini,87,blue,r_3353,blue_tiger,0
7632,73.95,card,12,1,mobile,2.3,23,EU,2,0,402,en,7,0,0.669,195,elephant,Gemini,56,dark,r_9915,dark_elephant,0
7633,31.51,card,19,1,mobile,3.8,78,NA,3,0,3593,en,2,0,0.466,369,tiger,Capricorn,33,blue,r_7022,blue_tiger,1
7634,328.82,card,18,1,mobile,31.9,26,EU,0,0,261,en,8,0,0.052,36,cat,Leo,21,light,r_96,light_cat,0
7635,88.05,card,22,14,desktop,28.7,68,EU,1,0,3200,it,7,1,0.18,148,cat,Sagittarius,5,green,r_2828,green_cat,0
7636,3.59,google_pay,14,2,desktop,32.6,56,EU,4,0,3514,en,5,0,0.521,306,dog,Leo,47,green,r_6321,green_dog,0
7637,31.64,bank_transfer,5,2,mobile,18.2,59,EU,3,0,4902,en,9,0,0.302,321,dog,Cancer,64,green,r_5941,green_dog,0
7638,78.11,apple_pay,12,5,mobile,29.9,48,EU,2,0,323,en,4,0,0.555,40,rabbit,Taurus,81,purple,r_3956,purple_rabbit,0
7639,4.64,card,23,1,mobile,36.7,28,LATAM,2,0,2910,en,5,0,0.397,195,owl,Libra,9,purple,r_2707,purple_owl,0
7640,1.93,card,17,2,mobile,4.9,78,NA,5,0,1508,fr,2,0,0.054,84,tiger,Libra,74,blue,r_1286,blue_tiger,0
7641,47.83,card,17,1,desktop,22.0,50,APAC,3,0,2629,de,4,1,0.195,185,tiger,Scorpio,99,dark,r_2540,dark_tiger,0
7642,32.36,card,0,1,desktop,6.0,68,ME,5,0,510,en,3,0,0.181,310,tiger,Taurus,9,purple,r_8958,purple_tiger,0
7643,46.14,card,20,14,desktop,21.3,58,LATAM,4,0,4361,de,3,1,0.255,313,cat,Leo,11,dark,r_6475,dark_cat,0
7644,24.38,paypal,22,7,mobile,8.1,26,APAC,3,0,3575,en,2,0,0.516,213,cat,Aquarius,48,purple,r_1542,purple_cat,0
7645,14.4,card,20,7,desktop,15.4,46,LATAM,4,0,1393,en,5,0,0.388,57,cat,Scorpio,86,green,r_7199,green_cat,0
7646,93.47,apple_pay,10,7,mobile,14.5,49,LATAM,2,0,4420,fr,4,1,0.102,340,elephant,Leo,64,dark,r_7875,dark_elephant,0
7647,57.82,apple_pay,15,1,mobile,35.6,23,EU,1,0,223,fr,6,1,0.272,223,owl,Capricorn,65,dark,r_7549,dark_owl,1
7648,17.87,card,0,5,desktop,27.3,43,LATAM,7,0,1922,en,1,0,0.297,75,owl,Libra,75,green,r_8471,green_owl,0
7649,30.8,bank_transfer,18,5,mobile,25.5,59,NA,2,0,4194,en,1,0,0.15,197,dog,Gemini,77,green,r_6878,green_dog,0
7650,71.68,card,7,7,mobile,23.5,58,NA,5,0,2907,it,8,0,0.049,283,elephant,Scorpio,45,blue,r_2050,blue_elephant,0
7651,6.0,card,18,1,mobile,12.0,21,NA,2,0,3487,en,4,1,0.37,86,owl,Virgo,78,light,r_7773,light_owl,0
7652,12.76,paypal,22,2,mobile,17.0,55,LATAM,3,0,2855,en,7,0,0.482,40,elephant,Libra,32,green,r_4596,green_elephant,1
7653,6.09,card,15,2,mobile,19.4,45,APAC,3,0,1033,es,8,0,0.244,46,rabbit,Sagittarius,50,light,r_9932,light_rabbit,0
7654,133.84,bank_transfer,2,2,desktop,26.0,56,NA,2,0,1647,en,9,0,0.165,194,dog,Scorpio,10,light,r_4248,light_dog,0
7655,111.68,paypal,1,3,mobile,12.1,31,EU,4,0,1103,en,9,0,0.428,207,owl,Sagittarius,47,green,r_2150,green_owl,0
7656,111.97,bank_transfer,11,1,mobile,10.9,48,EU,1,1,1524,en,2,0,0.245,168,cat,Aquarius,29,blue,r_9222,blue_cat,1
7657,100.79,google_pay,9,2,desktop,8.3,38,NA,1,0,4509,fr,4,0,0.411,133,tiger,Scorpio,64,blue,r_3067,blue_tiger,0
7658,88.54,card,21,3,tablet,19.3,45,APAC,3,0,4363,it,7,0,0.036,91,dog,Aquarius,85,purple,r_3795,purple_dog,0
7659,51.85,card,1,1,desktop,12.9,21,EU,3,0,2043,de,5,0,0.053,188,elephant,Libra,90,blue,r_8382,blue_elephant,0
7660,82.24,card,20,2,mobile,25.7,72,APAC,3,0,79,it,8,0,0.402,169,cat,Capricorn,73,green,r_8401,green_cat,0
7661,3.13,card,4,14,desktop,3.9,41,NA,0,0,1009,es,3,0,0.22,118,tiger,Sagittarius,21,blue,r_9594,blue_tiger,0
7662,77.72,card,4,5,desktop,15.3,19,EU,4,0,1906,en,3,0,0.385,182,cat,Taurus,48,blue,r_4637,blue_cat,0
7663,120.36,bank_transfer,5,3,mobile,43.6,34,EU,7,0,3679,pt,3,0,0.339,270,owl,Leo,4,blue,r_5675,blue_owl,0
7664,55.51,card,2,7,mobile,36.1,40,APAC,0,0,1941,en,4,1,0.56,238,tiger,Capricorn,46,light,r_1663,light_tiger,0
7665,35.39,google_pay,9,1,desktop,13.7,45,APAC,4,0,1061,fr,7,0,0.642,111,owl,Libra,12,blue,r_5318,blue_owl,0
7666,25.99,paypal,4,1,desktop,33.5,60,NA,5,0,2523,en,7,0,0.131,133,tiger,Virgo,41,light,r_4836,light_tiger,0
7667,82.36,card,23,1,desktop,17.6,27,EU,3,0,4663,fr,1,0,0.3,204,owl,Sagittarius,70,purple,r_5737,purple_owl,0
7668,94.42,card,19,2,desktop,25.1,72,EU,4,0,259,de,5,0,0.16,215,rabbit,Capricorn,52,purple,r_838,purple_rabbit,0
7669,163.82,card,4,3,desktop,15.9,70,APAC,1,0,1851,es,3,0,0.287,84,cat,Virgo,89,dark,r_2013,dark_cat,1
7670,33.52,card,14,1,mobile,17.1,38,NA,5,0,2371,en,1,0,0.086,406,cat,Scorpio,41,purple,r_4423,purple_cat,0
7671,117.49,card,16,1,mobile,21.4,55,EU,2,0,1130,de,5,0,0.253,23,cat,Gemini,62,dark,r_9899,dark_cat,0
7672,65.93,card,16,5,mobile,26.8,33,EU,3,0,4500,es,2,1,0.329,209,owl,Libra,57,dark,r_4728,dark_owl,0
7673,171.53,paypal,23,2,mobile,13.4,28,NA,6,0,4134,de,7,0,0.268,98,elephant,Aries,23,light,r_2171,light_elephant,0
7674,60.03,card,17,14,desktop,49.8,27,LATAM,1,0,4438,en,2,0,0.19,218,cat,Aries,49,light,r_4673,light_cat,0
7675,58.32,paypal,9,1,mobile,5.0,38,EU,5,0,3087,es,5,0,0.407,229,dog,Libra,88,light,r_1830,light_dog,0
7676,69.0,bank_transfer,22,3,desktop,52.2,40,NA,2,0,2703,en,2,0,0.04,55,tiger,Virgo,2,light,r_4296,light_tiger,0
7677,110.68,card,6,5,desktop,15.6,18,LATAM,3,0,1247,de,7,0,0.161,2,dog,Cancer,49,dark,r_6712,dark_dog,0
7678,267.49,card,10,7,mobile,14.5,33,EU,4,0,1718,pt,5,1,0.051,199,cat,Leo,22,blue,r_6213,blue_cat,0
7679,6.11,paypal,13,2,mobile,28.5,70,EU,1,0,1886,it,2,0,0.282,135,cat,Capricorn,28,light,r_1518,light_cat,1
7680,4.39,google_pay,8,1,mobile,38.6,45,ME,3,0,1642,en,2,0,0.601,295,rabbit,Leo,1,dark,r_7235,dark_rabbit,0
7681,221.87,card,16,1,mobile,46.4,44,ME,3,0,3872,fr,3,0,0.196,58,elephant,Sagittarius,53,blue,r_4721,blue_elephant,0
7682,60.38,card,1,3,mobile,24.2,77,NA,2,0,4799,es,6,1,0.539,51,rabbit,Scorpio,8,blue,r_905,blue_rabbit,0
7683,76.34,card,16,3,mobile,35.2,48,NA,6,0,796,en,8,0,0.517,100,tiger,Cancer,74,blue,r_6640,blue_tiger,0
7684,52.69,card,16,3,desktop,20.0,36,EU,1,0,2150,fr,4,0,0.291,281,owl,Aquarius,20,green,r_7182,green_owl,0
7685,7.87,card,19,1,mobile,18.1,60,EU,6,0,1191,it,5,0,0.501,250,cat,Gemini,74,purple,r_6921,purple_cat,0
7686,116.91,card,23,2,mobile,20.6,53,NA,0,0,4419,en,9,0,0.144,396,owl,Sagittarius,57,light,r_5900,light_owl,0
7687,110.02,paypal,9,2,desktop,11.5,41,ME,2,0,365,en,2,0,0.442,249,cat,Libra,9,purple,r_1969,purple_cat,0
7688,29.88,card,23,7,mobile,32.2,30,EU,4,0,930,fr,6,1,0.339,65,elephant,Libra,65,green,r_2534,green_elephant,0
7689,29.25,card,11,5,mobile,30.7,18,EU,1,0,3133,it,4,0,0.591,8,cat,Pisces,45,green,r_9938,green_cat,0
7690,145.53,card,11,2,desktop,9.4,76,EU,0,0,183,fr,8,0,0.492,176,elephant,Libra,79,purple,r_2965,purple_elephant,0
7691,6.01,bank_transfer,14,3,mobile,9.1,29,NA,3,0,141,it,6,0,0.246,321,dog,Sagittarius,8,purple,r_5783,purple_dog,0
7692,170.36,card,8,1,mobile,24.7,36,NA,3,0,2902,es,6,1,0.076,23,elephant,Virgo,69,dark,r_6945,dark_elephant,0
7693,23.73,google_pay,17,3,desktop,5.9,27,NA,1,0,1074,it,3,0,0.068,248,dog,Aries,71,purple,r_4965,purple_dog,0
7694,71.91,card,15,1,mobile,20.2,59,EU,4,0,4758,en,5,0,0.374,144,owl,Cancer,14,dark,r_1160,dark_owl,0
7695,219.9,card,6,5,desktop,7.2,21,LATAM,6,0,343,en,5,0,0.38,3,cat,Aries,51,blue,r_2831,blue_cat,0
7696,90.69,card,13,3,mobile,28.2,58,EU,4,0,1516,es,2,0,0.145,102,cat,Cancer,72,green,r_3475,green_cat,0
7697,42.81,paypal,3,2,desktop,10.3,53,LATAM,4,0,3840,pt,6,0,0.309,90,dog,Virgo,40,green,r_8962,green_dog,0
7698,93.57,card,2,2,desktop,11.7,77,APAC,5,0,4495,it,9,0,0.481,268,owl,Scorpio,86,light,r_3128,light_owl,0
7699,33.73,paypal,11,1,mobile,26.8,79,EU,2,0,1936,de,7,0,0.408,337,rabbit,Scorpio,59,light,r_52,light_rabbit,0
7700,25.98,paypal,15,2,desktop,23.2,26,EU,0,0,3786,es,7,1,0.134,140,rabbit,Aquarius,27,green,r_85,green_rabbit,0
7701,456.7,paypal,3,14,tablet,26.8,21,EU,3,0,3872,en,4,0,0.081,30,rabbit,Pisces,27,blue,r_4271,blue_rabbit,0
7702,111.16,card,3,2,desktop,32.7,29,NA,1,0,864,en,7,0,0.127,109,owl,Capricorn,66,green,r_9171,green_owl,0
7703,82.79,bank_transfer,2,2,desktop,16.7,57,EU,2,0,1353,it,8,0,0.395,43,cat,Scorpio,15,dark,r_8577,dark_cat,0
7704,35.12,card,8,3,mobile,12.5,38,APAC,2,0,2788,en,8,1,0.394,77,tiger,Virgo,91,green,r_8846,green_tiger,0
7705,4.03,card,23,2,mobile,34.3,56,APAC,1,0,3318,en,1,0,0.096,127,rabbit,Capricorn,95,dark,r_5141,dark_rabbit,0
7706,2.52,card,13,2,mobile,14.5,61,EU,2,0,596,en,2,0,0.587,22,rabbit,Virgo,37,dark,r_3662,dark_rabbit,0
7707,64.63,paypal,11,1,desktop,54.6,76,NA,3,0,1831,it,6,0,0.483,151,dog,Aries,35,dark,r_8582,dark_dog,0
